,Seed,Mode,P_BKS,t_BKS,P_DKM,t_DKM,t_depol,t_pol,P_eq,t_dep_turns,N_over_tau,qx,qy,spin_tune
29,3676967391,misaligned,63.61207522175807,844.7445777468861,63.61384164340097,844.7362470682341,85657650.9726296,7.295046872083213e-07,62.475261079312574,63637914338.32819,1.5713902795172445e-08,15.413985448038346,15.378851505808388,6.200111507458764e-06
30,1952856305,misaligned,5.223857898831195,888.1984140591643,5.235892631185359,888.1846692072936,57394886.60953676,7.295046872391425e-07,5.053693495648678,36159472815.03464,2.7655270449192307e-08,15.437088863313594,15.363531557218854,2.46204471213457e-05
31,3854361486,misaligned,8.373284885258716,887.7641370194816,8.378794218497514,887.7483394416608,49888099.7705299,7.295046872388494e-07,8.033937495284775,28810675778.33469,3.4709355923958885e-08,15.41911559625698,15.380023900719408,9.073863945880652e-06
32,893100599,misaligned,12.307262169040433,886.934077091461,12.306887128377644,886.9189948323547,52156555.234154396,7.295046872382883e-07,11.911140944544064,36558511518.96495,2.7353411242720972e-08,15.417545544006217,15.384914252229343,1.7934009768913666e-05
33,1800163016,misaligned,15.157075179934454,886.1348578538006,15.158661173591994,886.120764360648,55715250.22700048,7.295046872377472e-07,14.738319869876573,42752290196.57695,2.3390559789942367e-08,15.419646553312656,15.383625557426111,4.34404374580563e-06
34,3269427341,misaligned,84.96371561938243,806.7110913183632,84.96270825495266,806.7089492537734,303810193.18646413,7.295046871786198e-07,84.22727400731667,126474906225.46413,7.90670679144305e-09,15.421302101708399,15.375641776619752,4.522746111872123e-06
35,3090315868,misaligned,60.384170818612795,849.257190515649,60.389130456531824,849.248612959403,84083446.42721476,7.295046872116689e-07,59.084091664843186,52906851124.92643,1.8901143778879367e-08,15.42599877621459,15.375773309592834,6.994691578995207e-06
36,3636658890,misaligned,10.756008508030549,887.3015318233793,10.770182486237946,887.2872768624967,55229289.3970063,7.295046872385369e-07,10.38794222663992,34327852571.577618,2.9130863863822597e-08,15.42341624162744,15.376952431590409,2.6941821830054606e-05
37,3979753014,misaligned,39.7042291032072,871.9425679671605,39.70968357876908,871.9300203971089,60591245.79115456,7.295046872279722e-07,38.26247618541239,31720646240.783688,3.1525208925733855e-08,15.420495279260253,15.38297577867935,5.3665711248005e-06
38,111031692,misaligned,18.248535371339894,885.098374873849,18.238784966741864,885.0834588761446,52519847.924395494,7.295046872370439e-07,17.686898827599077,38208482530.884735,2.617219878312829e-08,15.422553207062286,15.376232154652895,2.6415428842991446e-05
